Topic	Words	Probabilities
Topic 387	('microsatellite', 'deer', 'populations', 'animals', 'genetic', 'outlying', 'outliers', 'geographically', 'geneclass', 'population')	(0.40551293, 0.3807796, 0.34819418, 0.30252033, 0.2853927, 0.25935566, 0.25388741, 0.23909117, 0.2304089, 0.22328311)
Topic 388	('foraging', 'seabirds', 'birds', 'bird', 'duration', 'dives', 'prey', 'diving', 'trips', 'dive')	(0.52477664, 0.43094608, 0.3835541, 0.324139, 0.31044504, 0.30119303, 0.29554567, 0.29486996, 0.27703494, 0.2745424)
Topic 389	('species', 'nematodes', 'taxonomic', 'invertebrates', 'nematoda', 'insects', 'nematode', 'macroinvertebrate', 'chironomidae', 'invertebrate')	(0.48012084, 0.447985, 0.4461022, 0.4274516, 0.41222584, 0.3649766, 0.3621601, 0.35652366, 0.35609877, 0.34101573)
Topic 390	('emissions', 'emission', 'formaldehyde', 'acetaldehyde', 'monoterpenes', 'monoterpene', 'aldehydes', 'compounds', 'terpenes', 'nonterpenic')	(0.49582043, 0.42982072, 0.372648, 0.35752523, 0.35455427, 0.3392533, 0.33916298, 0.33736807, 0.3305599, 0.32840443)
Topic 391	('ants', 'taxonomic', 'fauna', 'ant', 'neotropical', 'nearcticneotropical', 'mexicoantsdatasetcsv', 'specimens', 'mexico', 'zoologa')	(0.49501312, 0.46252474, 0.42346507, 0.4165207, 0.39755684, 0.36286625, 0.33208394, 0.33042002, 0.31291556, 0.30804062)
Topic 392	('ebola', 'populations', 'outbreak', 'population', 'outbreaks', 'gorilla', 'gorillas', 'apes', 'diseases', 'demographic')	(0.58766085, 0.41376632, 0.35827672, 0.3488888, 0.34160623, 0.33376417, 0.33288378, 0.3164261, 0.31060296, 0.30750868)
Topic 393	('abundance', 'sampling', 'seasonal', 'counts', 'visits', 'climatic', 'trend', 'monitoring', 'count', 'estimated')	(0.41722482, 0.30879983, 0.3038176, 0.29797897, 0.2797175, 0.27551064, 0.24395177, 0.23851183, 0.22408518, 0.22077332)
Topic 394	('bats', 'bat', 'roosts', 'roosting', 'roost', 'insectivorous', 'mating', 'reproductively', 'tailed', 'females')	(0.5676922, 0.4711199, 0.4467089, 0.44424617, 0.4153053, 0.37002963, 0.33052146, 0.31700274, 0.3015508, 0.24477454)
Topic 395	('species', 'ecologically', 'facilitation', 'facilitative', 'facilitatingfacilitated', 'facilitates', 'mechanisms', 'facilitated', 'interactions', 'facilitators')	(0.4484951, 0.3931355, 0.3575616, 0.3447194, 0.3391816, 0.3222069, 0.30810022, 0.30546543, 0.30463436, 0.28259924)
Topic 396	('largemouth', 'prey', 'predation', 'bluegill', 'predators', 'fish', 'predatory', 'predator', 'feeding', 'predatorprey')	(0.45681876, 0.42968547, 0.42927122, 0.40743178, 0.38110754, 0.36363488, 0.32527146, 0.31957906, 0.30962342, 0.28883523)
Topic 397	('vegetation', 'ndvi', 'seasons', 'annual', 'wwwenvironmentgovaulandnativevegetationnationalvegetationinformationsystemdataproducts', 'reflectance', 'season', 'spectroradiometer', 'monthly', 'shrublands')	(0.46721613, 0.34849596, 0.339146, 0.3121227, 0.2890705, 0.28251034, 0.24859628, 0.23631427, 0.23298964, 0.23225285)
Topic 398	('breeding', 'broods', 'brood', 'nestlings', 'birds', 'breeders', 'nest', 'nestling', 'breeder', 'hatching')	(0.5680791, 0.56184226, 0.54740214, 0.51982594, 0.4592187, 0.43242252, 0.42534828, 0.42134532, 0.42073992, 0.3872979)
Topic 399	('shark', 'sharks', 'fisheries', 'isotopes', 'isotope', 'fishing', 'habitats', 'fished', 'coast', 'tunas')	(0.4689268, 0.45606628, 0.42172423, 0.33435798, 0.30735183, 0.2866247, 0.27361423, 0.27324763, 0.2685452, 0.26355183)
Topic 400	('herbivores', 'consumed', 'invertivores', 'feces', 'herbivorous', 'trophic', 'absorption', 'nutrient', 'corallivores', 'nutrients')	(0.4410787, 0.42239493, 0.41241184, 0.3967373, 0.39449924, 0.37328935, 0.36211354, 0.34942156, 0.34510952, 0.344133)
Topic 401	('microalgal', 'photosynthetic', 'algae', 'cyanobacteria', 'phototrophic', 'microalgae', 'biofilm', 'biofilms', 'temperatures', 'temperature')	(0.4450216, 0.37055063, 0.3689549, 0.35249227, 0.33755565, 0.3332991, 0.32222837, 0.31980646, 0.3149271, 0.3061337)
Topic 402	('diaspores', 'dispersal', 'animals', 'deer', 'fur', 'animal', 'ungulates', 'grooming', 'diaspore', 'goat')	(0.39956018, 0.39060718, 0.37716925, 0.37278974, 0.3364836, 0.31980106, 0.3119238, 0.29081288, 0.2827015, 0.27165103)
Topic 403	('populations', 'reproductive', 'deciduous', 'variation', 'birds', 'rics', 'clutch', 'ric', 'rici', 'models')	(0.34106058, 0.32964474, 0.26603353, 0.2423543, 0.24064411, 0.2406098, 0.24011199, 0.23663628, 0.21795423, 0.1758555)
Topic 404	('coral', 'reef', 'reefs', 'coralsoaked', 'fish', 'fishes', 'coralreef', 'sediment', 'larval', 'larvae')	(0.4776692, 0.47063234, 0.44990334, 0.37578422, 0.35894737, 0.35054532, 0.3323552, 0.30567718, 0.28166777, 0.27613005)
Topic 405	('fish', 'bass', 'fishermen', 'recapture', 'mycobacteriosis', 'prevalence', 'mycobacterium', 'mortality', 'catch', 'incidence')	(0.4075495, 0.35188553, 0.34945884, 0.26020813, 0.24615619, 0.2445091, 0.22941934, 0.22535202, 0.20965269, 0.20640668)
Topic 406	('orchides', 'orchidaceae', 'orchids', 'pollination', 'orchid', 'pollinators', 'orchidespollinisateurs', 'orchidpollinator', 'pollinator', 'niches')	(0.574739, 0.5485791, 0.54663026, 0.5435964, 0.5294329, 0.49965474, 0.49698663, 0.49499255, 0.46766913, 0.40097058)
Topic 407	('rainfall', 'migratory', 'elephants', 'wildlife', 'rains', 'rain', 'elephant', 'rained', 'animals', 'seasonal')	(0.44651815, 0.43212578, 0.40845352, 0.37425083, 0.37187773, 0.36065143, 0.349245, 0.337972, 0.331092, 0.3257179)
Topic 408	('trout', 'fish', 'whitefish', 'trophic', 'populations', 'traits', 'trait', 'ontogeny', 'variability', 'ontogenetic')	(0.56473446, 0.4211685, 0.35059577, 0.2971381, 0.29050535, 0.27929473, 0.27796718, 0.24386099, 0.23893552, 0.22027108)
Topic 409	('genotypes', 'subpopulations', 'inbreeding', 'subspecies', 'queens', 'genetic', 'cluster', 'homozygosity', 'mellifera', 'queen')	(0.41206285, 0.40002573, 0.3810246, 0.37698412, 0.35475957, 0.35401616, 0.31478348, 0.31331867, 0.30965963, 0.30659646)
Topic 410	('metabolic', 'temperature', 'energetic', 'warming', 'thermal', 'evolutionary', 'energy', 'variability', 'boltzmann', 'sensitivity')	(0.5037081, 0.33901823, 0.31325087, 0.29861304, 0.2754539, 0.27397028, 0.23796095, 0.23742212, 0.2034481, 0.17905593)
Topic 411	('vocabularies', 'ontologies', 'semantic', 'ecology', 'ontology', 'thesaurus', 'ecological', 'metadata', 'semantics', 'terminological')	(0.5269222, 0.5041598, 0.47257125, 0.45878083, 0.45857698, 0.4423796, 0.4383149, 0.43742272, 0.42017895, 0.33801067)
Topic 412	('photogrammetry', 'tomography', 'photogrammetric', 'specimens', 'imaging', 'beaks', 'cephalopods', 'cephalopod', 'beak', 'photography')	(0.47250903, 0.4619, 0.45143986, 0.3987218, 0.3697828, 0.32753322, 0.32205665, 0.31915495, 0.3085253, 0.28210032)
Topic 413	('oxidative', 'breeding', 'pollutants', 'birds', 'haptoglobin', 'reproduction', 'nonbreeding', 'seabirds', 'reproductive', 'hormones')	(0.42330164, 0.34472537, 0.33807755, 0.32024592, 0.29979238, 0.2838961, 0.2773419, 0.2713455, 0.26353264, 0.24289718)
Topic 414	('vegetation', 'dispersal', 'plants', 'extinction', 'lava', 'plant', 'chronosequence', 'flores', 'caldera', 'tropical')	(0.45604706, 0.43122795, 0.3543467, 0.34019217, 0.2601508, 0.22981969, 0.22493225, 0.21559027, 0.20512329, 0.19867624)
Topic 415	('phytophthora', 'pathogens', 'pathogen', 'phytopathology', 'pathogenicity', 'infestans', 'temperatures', 'temperature', 'climatic', 'famine')	(0.5752115, 0.40158957, 0.3721405, 0.34679908, 0.33457154, 0.28906518, 0.251574, 0.24848318, 0.23425896, 0.20426315)
Topic 416	('predation', 'pest', 'preys', 'predators', 'gallinae', 'arthropods', 'prey', 'insecticides', 'predator', 'preypredator')	(0.4939762, 0.46261638, 0.4604752, 0.44300032, 0.42636794, 0.4201973, 0.40600073, 0.3616979, 0.35253596, 0.34555262)
Topic 417	('habitats', 'species', 'diversity', 'traits', 'dissimilarities', 'communities', 'dissimilarity', 'nichebased', 'dependence', 'evergreen')	(0.45247775, 0.39871502, 0.36500514, 0.32818884, 0.3198669, 0.30338106, 0.2954098, 0.2930986, 0.2712313, 0.24761927)
Topic 418	('tadpoles', 'tadpole', 'traits', 'trait', 'snout', 'dorsal', 'ventral', 'tail', 'ponds', 'fins')	(0.5517267, 0.48671007, 0.43275198, 0.4243322, 0.350261, 0.32502782, 0.31065845, 0.30570662, 0.30480272, 0.2976117)
Topic 419	('freshwaters', 'wetlands', 'freshwater', 'ecosystems', 'ecosystem', 'wetland', 'biodiversity', 'taxonomic', 'arid', 'drying')	(0.4815061, 0.47882968, 0.4566319, 0.44189984, 0.43831137, 0.42987967, 0.38155735, 0.3466559, 0.34214073, 0.31772256)
Topic 420	('parasites', 'parasite', 'plasmodium', 'malaria', 'nematodes', 'trypanosoma', 'metazoans', 'clades', 'malassezia', 'infections')	(0.5034189, 0.501513, 0.44395226, 0.4094866, 0.39611363, 0.38686574, 0.32076243, 0.31652966, 0.30413893, 0.30095333)
Topic 421	('clusters', 'ssh09a', 'ssh09c', 'ssh09b', 'cluster', 'microsatellites', 'microsatellite', 'ssh13a', 'ssh05c1', 'ssh05c')	(0.4154246, 0.41349703, 0.41132513, 0.40197867, 0.39433074, 0.3809591, 0.36490864, 0.34425697, 0.34051862, 0.34014288)
Topic 422	('butterflies', 'wing', 'butterfly', 'wings', 'species', 'predators', 'forewings', 'predation', 'hindwings', 'fly')	(0.4818424, 0.4277799, 0.3978982, 0.39187467, 0.37412342, 0.3352065, 0.318343, 0.31211394, 0.30595434, 0.30254734)
Topic 423	('parasites', 'parasite', 'plasmodium', 'anopheles', 'mosquitoes', 'lineages', 'leucocytozoon', 'mosquito', 'haemoproteus', 'lineage')	(0.45829266, 0.45404816, 0.39396602, 0.38429475, 0.35976118, 0.33981514, 0.33768153, 0.3363548, 0.3321451, 0.31710067)
Topic 424	('species', 'phenotypic', 'traits', 'trait', 'invasions', 'native', 'invaders', 'natives', 'invasive', 'abundance')	(0.45069695, 0.4343045, 0.4212771, 0.40685678, 0.37353873, 0.31808096, 0.31737852, 0.31444365, 0.31205538, 0.3093)
Topic 425	('ecosystem', 'ecosystems', 'hydrological', 'ecological', 'biodiversity', 'rivers', 'river', 'aquatic', 'flows', 'flow')	(0.57858133, 0.5720545, 0.49641293, 0.49188218, 0.3830745, 0.37889153, 0.37475562, 0.3745369, 0.36065948, 0.3186711)
Topic 426	('foraging', 'buoyancy', 'diving', 'swimming', 'buoyant', 'dives', 'dive', 'seals', 'prey', 'sea')	(0.44254822, 0.4249107, 0.3641535, 0.35559052, 0.35207677, 0.34779644, 0.31245774, 0.30121124, 0.2763272, 0.27563453)
Topic 427	('pyrenees', 'lineages', 'populations', 'lineage', 'genetic', 'alps', 'biodiversity', 'pleistocene', 'forests', 'diversity')	(0.48693502, 0.37509692, 0.36039293, 0.34751016, 0.3184806, 0.30829954, 0.30542386, 0.28993717, 0.25500494, 0.2243391)
Topic 428	('freshwaterbrackish', 'microbial', 'microbiomes', 'microbiome', 'freshwater', 'marinebrackish', 'clades', 'bacterial', 'seawater', 'freshwaterhome')	(0.46220756, 0.4524302, 0.44624048, 0.4348919, 0.40529263, 0.37386873, 0.37062132, 0.3617844, 0.33787537, 0.32021725)
Topic 429	('vineyards', 'vegetation', 'biodiversity', 'crops', 'vineyard', 'ecosystem', 'winegrowing', 'irrigation', 'vines', 'winegrowers')	(0.5462103, 0.5140023, 0.46269363, 0.44529554, 0.44483793, 0.43772292, 0.35340118, 0.3186708, 0.31051823, 0.30087)
Topic 430	('phylogeographic', 'mediterranean', 'taxonomic', 'populations', 'pleistocene', 'climatic', 'climate', 'ecogeographic', 'iberian', 'withinpopulation')	(0.41782504, 0.39991933, 0.39154518, 0.39010233, 0.3831628, 0.3825872, 0.37534213, 0.32485214, 0.31417406, 0.2996213)
Topic 431	('successions', 'succession', 'ecosystem', 'successional', 'soil', 'invasion', 'invading', 'invade', 'colonization', 'biomass')	(0.5683376, 0.567837, 0.5062149, 0.45693362, 0.34751415, 0.33729202, 0.32950452, 0.29325795, 0.29145074, 0.274518)
Topic 432	('temperatures', 'temperature', 'temperaturesensitive', 'sexdetermination', 'gonadal', 'femalepromoting', 'fish', 'females', 'males', 'warm')	(0.37371698, 0.37282005, 0.3506833, 0.3429886, 0.3153513, 0.2998701, 0.2732519, 0.2529598, 0.22398037, 0.22371006)
Topic 433	('perennials', 'mating', 'pollination', 'ecological', 'phylogenetic', 'inbreeding', 'reproductive', 'evolution', 'successions', 'competitiveness')	(0.45988223, 0.43423265, 0.41086423, 0.40428782, 0.38813448, 0.3702575, 0.3139398, 0.30883992, 0.29643452, 0.2674916)
Topic 434	('ecological', 'ecosystem', 'diversity', 'wellbeing', 'trait', 'richness', 'multifunctionality', 'functioning', 'bivariate', 'disturbance')	(0.5470016, 0.53448635, 0.4433931, 0.37945116, 0.26588196, 0.26226038, 0.22378594, 0.21290423, 0.20751108, 0.2037447)
Topic 435	('perch', 'fish', 'lakes', 'zooplankton', 'parasite', 'lake', 'parasitic', 'parasites', 'infected', 'trophic')	(0.43801117, 0.3861106, 0.37013057, 0.3480938, 0.3323346, 0.32988024, 0.31107724, 0.300428, 0.19799912, 0.18350175)
Topic 436	('nematodes', 'plantparasitic', 'nematode', 'genomics', 'genomic', 'genomes', 'genome', 'meloidogyne', 'nematology', 'pest')	(0.50416625, 0.41583198, 0.4131688, 0.38607442, 0.35731274, 0.3518746, 0.34995705, 0.34693533, 0.31764108, 0.3022269)
Topic 437	('boar', 'boars', 'growth', 'reproductive', 'pigs', 'grow', 'animal', 'offspring', 'sexes', 'adulthood')	(0.48207498, 0.4361292, 0.42561543, 0.36893803, 0.3478108, 0.2889514, 0.26981637, 0.25878423, 0.24557632, 0.24159506)
Topic 438	('settlement', 'marinas', 'spring', 'density', 'spp', 'juveniles', 'monthly', 'ciona', 'juvenile', 'robusta')	(0.3213628, 0.23214212, 0.2288096, 0.22544841, 0.22192988, 0.2218336, 0.22088677, 0.21161675, 0.21031559, 0.20805812)
Topic 439	('ecology', 'herbivores', 'ecological', 'taxonomic', 'arthropods', 'trophic', 'taxon', 'oleraceus', 'bioclimatic', 'plants')	(0.5074844, 0.48240662, 0.46155918, 0.4543917, 0.41535065, 0.35724604, 0.35251352, 0.34455264, 0.34359396, 0.3087557)
Topic 440	('birds', 'bird', 'abundance', 'population', 'waterbirds', 'deviations', 'deviation', 'censuses', 'colonizationextinction', 'trend')	(0.39115644, 0.33446893, 0.3342011, 0.3214578, 0.30659312, 0.2893125, 0.28623366, 0.27842033, 0.25262797, 0.2415683)
Topic 441	('grassland', 'grasslands', 'digestibility', 'drought', 'traits', 'herbage', 'digestible', 'biomass', 'nutrition', 'climate')	(0.51466, 0.4945624, 0.4211164, 0.33076394, 0.30331838, 0.30235815, 0.29970193, 0.27568376, 0.27470857, 0.2695356)
Topic 442	('cetaceans', 'cetacean', 'calf', 'dolphin', 'calves', 'dolphins', 'breeding', 'reproduction', 'reproductive', 'survival')	(0.49376068, 0.48144934, 0.3866563, 0.37470704, 0.37316954, 0.3707492, 0.33595327, 0.3234672, 0.2929202, 0.29031867)
Topic 443	('pollinators', 'speciesspecific', 'pollinated', 'pollinator', 'flowering', 'floral', 'populations', 'inflorescences', 'adaptation', 'grisescens')	(0.49970555, 0.47906965, 0.46704936, 0.45516455, 0.40523177, 0.36025798, 0.34689564, 0.26547402, 0.26202896, 0.25819802)
Topic 444	('wildlife', 'traits', 'birds', 'bird', 'hunting', 'hunters', 'waterbirds', 'recovered', 'blackbird', 'eurasian')	(0.44382042, 0.39114332, 0.36157024, 0.3584507, 0.3464289, 0.33076978, 0.3237905, 0.278141, 0.27537563, 0.26627687)
Topic 445	('biodiversity', 'habitats', 'species', 'bumblebees', 'bumblebee', 'taxonomic', 'bees', 'phylogenetic', 'diversity', 'climate')	(0.5075433, 0.47449028, 0.4321859, 0.43084192, 0.42124203, 0.3954071, 0.3838029, 0.33193818, 0.3120337, 0.3111369)
Topic 446	('breeding', 'mating', 'inbreeding', 'courtship', 'vocalizations', 'genetic', 'kinship', 'vocalization', 'acoustic', 'males')	(0.5071818, 0.4814021, 0.43175077, 0.36244795, 0.36166883, 0.36065245, 0.35353848, 0.3289913, 0.29653665, 0.28308052)
Topic 447	('herbivores', 'parasitoids', 'insects', 'pest', 'pests', 'herbivore', 'insect', 'eggs', 'plants', 'eggkilling')	(0.45784763, 0.4313207, 0.43099076, 0.4295401, 0.4260612, 0.4259963, 0.372828, 0.37239143, 0.36366922, 0.35503116)
Topic 448	('ponds', 'pond', 'alpine', 'climate', 'biodiversity', 'glaciers', 'glacier', 'aquatic', 'amphibians', 'species')	(0.44978017, 0.43133676, 0.39840448, 0.38054398, 0.37232172, 0.36994419, 0.36632138, 0.35966188, 0.2944529, 0.28678083)
Topic 449	('genotype', 'alleles', 'accase', 'herbicides', 'plants', 'accaseinhibiting', 'herbicide', 'accaseresistant', 'blackgrass', 'enzyme')	(0.38765937, 0.36691362, 0.35589743, 0.34257126, 0.33552057, 0.32974926, 0.31112555, 0.3053355, 0.29177824, 0.2876436)
Topic 450	('ecology', 'nutritional', 'nutrient', 'food', 'scientifiques', 'research', 'cite', 'scientific', 'trophic', 'traitdependency')	(0.4278379, 0.381616, 0.34840977, 0.3129197, 0.2909642, 0.2667836, 0.2484921, 0.24006417, 0.2340003, 0.22420985)
Topic 451	('habitats', 'fruit', 'fruiting', 'habitat', 'mycorrhizas', 'genotypes', 'cylindrosporum', 'forest', 'populations', 'fungal')	(0.40088928, 0.33435377, 0.32681206, 0.32370463, 0.30158445, 0.2883721, 0.2683227, 0.262861, 0.2569074, 0.24684426)
Topic 452	('nectar', 'pollination', 'sugar', 'sugars', 'plants', 'flowering', 'pollen', 'pollinators', 'floral', 'dimonosaccharide')	(0.5711156, 0.4419904, 0.35907036, 0.34697536, 0.34366652, 0.33398575, 0.3228159, 0.3150891, 0.30483374, 0.28860232)
Topic 453	('livelihoods', 'stakeholders', 'sustainable', 'conservation', 'participatory', 'convivial', 'decoloniality', 'perspectives', 'governance', 'tourism')	(0.5035374, 0.4730852, 0.46835798, 0.43928316, 0.39212072, 0.35289276, 0.35202667, 0.33889228, 0.32976353, 0.3263319)
Topic 454	('hesselbach', 'et', 'morenomateos', 'urlacher', 'paredes', 'sylvatica', 'argentatus', 'audouinii', 'jurinovi', 'reyvelasco')	(0.2832232, 0.28008795, 0.27134985, 0.2652998, 0.25676125, 0.24293976, 0.2399108, 0.23800789, 0.2341438, 0.22843531)
Topic 455	('diurnal', 'lynx', 'deer', 'daytime', 'nocturnality', 'predation', 'diurnality', 'nighttime', 'carnivores', 'nocturnal')	(0.42209843, 0.4179148, 0.40877956, 0.3960328, 0.38837364, 0.38342464, 0.37282577, 0.37008017, 0.37006322, 0.3517536)
Topic 456	('caterpillars', 'caterpillar', 'herbivores', 'herbivore', 'larvae', 'moths', 'plantdefencerelated', 'plants', 'brassicae', 'parasitoid')	(0.45163292, 0.43470454, 0.43291292, 0.39572692, 0.39274123, 0.35723305, 0.34446222, 0.3093164, 0.29511788, 0.29368252)
Topic 457	('farmlands', 'farmland', 'habitats', 'habitat', 'biodiversity', 'vegetation', 'landscape', 'speciesenergy', 'land', 'harvest')	(0.50389, 0.5034281, 0.48462152, 0.47725064, 0.4755733, 0.47397715, 0.42098564, 0.39469677, 0.34639037, 0.30128166)
Topic 458	('predation', 'prey', 'predators', 'habitat', 'predator', 'hunting', 'predatorprey', 'spatiotemporal', 'animals', 'encounter')	(0.5561745, 0.5015987, 0.49342865, 0.4504506, 0.43127102, 0.3894837, 0.3713171, 0.3534999, 0.32022905, 0.31018063)
Topic 459	('fangs', 'teeth', 'snakes', 'tooth', 'dentary', 'snake', 'dental', 'vertebrates', 'cavity', 'morphology')	(0.51422834, 0.5122251, 0.4693468, 0.4523109, 0.43866763, 0.43344343, 0.37046987, 0.3610745, 0.34722584, 0.3016408)
Topic 460	('habitats', 'habitat', 'eelgrass', 'predation', 'seagrasses', 'seagrass', 'fauna', 'prey', 'crustaceans', 'predators')	(0.47919357, 0.4468603, 0.43067265, 0.42338422, 0.4118269, 0.39228138, 0.34419864, 0.3375835, 0.33195347, 0.32459155)
Topic 461	('biodiversity', 'deforestation', 'laos', 'beetles', 'forests', 'coleoptera', 'beetle', 'plantations', 'forest', 'landscape')	(0.45219064, 0.44906348, 0.43976066, 0.43136466, 0.42111534, 0.39463407, 0.38641638, 0.37197262, 0.3692949, 0.3446359)
Topic 462	('speciation', 'speciationextinction', 'evolutionary', 'phylogenetic', 'extinction', 'evolution', 'evolve', 'phenotypic', 'ecological', 'lineages')	(0.5751406, 0.51738656, 0.49324426, 0.47897726, 0.45913655, 0.44578224, 0.4232271, 0.40969056, 0.38588062, 0.34859413)
Topic 463	('extinction', 'vegetation', 'extinctioncolonization', 'metapopulation', 'speciesspecific', 'species', 'niches', 'niche', 'colonization', 'coexistence')	(0.48117164, 0.42642137, 0.42544514, 0.4167645, 0.4135196, 0.39719194, 0.34968325, 0.32204294, 0.28429198, 0.2816714)
Topic 464	('metabolic', 'biomasses', 'biomass', 'herbivore', 'carnivore', 'species', 'bifurcation', 'invertebrates', 'foodchain', 'capacity')	(0.43336624, 0.41538155, 0.38849753, 0.3407848, 0.31615362, 0.30760854, 0.30415833, 0.2730719, 0.24630862, 0.24050105)
Topic 465	('vegetation', 'biomass', 'soil', 'roots', 'shrubs', 'fires', 'grasses', 'root', 'shrub', 'fire')	(0.47802988, 0.3714081, 0.37023178, 0.36198503, 0.32927442, 0.30530787, 0.3037624, 0.28957585, 0.26662356, 0.2578055)
Topic 466	('canephora', 'species', 'liberica', 'precipitationrelated', 'specieshybrid', 'flowering', 'niches', 'precipitation', 'coffea', 'coffee')	(0.38346118, 0.3779902, 0.36946428, 0.33823323, 0.33790404, 0.29948628, 0.29236153, 0.29168507, 0.2796232, 0.25199333)
Topic 467	('biodiversity', 'extinctions', 'species', 'extinction', 'ecosystems', 'diversity', 'globally', 'disturbance', 'earth', 'global')	(0.60074973, 0.47925484, 0.45758355, 0.44614792, 0.4275514, 0.32973814, 0.26092184, 0.24877971, 0.24238572, 0.23131311)
Topic 468	('traits', 'phenotypic', 'trait', 'pigmentation', 'genetic', 'melanin', 'heritability', 'morphometric', 'locust', 'nymphal')	(0.49427822, 0.49231112, 0.44733256, 0.44189626, 0.40926263, 0.35382456, 0.3150813, 0.302186, 0.29581302, 0.2866295)
Topic 469	('dispersal', 'archipelagos', 'islands', 'archipelago', 'azores', 'geographic', 'island', 'biogeography', 'volcanic', 'oceanic')	(0.5049469, 0.43788677, 0.42563045, 0.38960552, 0.36447567, 0.33523554, 0.3294458, 0.32232544, 0.32210764, 0.30413187)
Topic 470	('pollination', 'pollinators', 'pollinator', 'herbivory', 'plants', 'herbivores', 'floral', 'species', 'pollen', 'flower')	(0.56176627, 0.5335946, 0.48582658, 0.41548875, 0.40226012, 0.40049177, 0.39992398, 0.3942491, 0.3483067, 0.3440732)
Topic 471	('stressors', 'pesticides', 'toxicity', 'pesticide', 'stressor', 'stress', 'bees', 'cognition', 'doses', 'cognitive')	(0.4756478, 0.44493586, 0.43391895, 0.41946405, 0.39635757, 0.37305295, 0.34872162, 0.3243001, 0.31396613, 0.3128901)
Topic 472	('pathogens', 'microbiome', 'oyster', 'oysters', 'microbiota', 'pathogen', 'bacterial', 'bacteria', 'algae', 'seaweeds')	(0.44720542, 0.4280712, 0.42420313, 0.4184664, 0.41773784, 0.40602416, 0.4007619, 0.39537096, 0.3889203, 0.33605033)
Topic 473	('trees', 'oak', 'tree', 'armillaria', 'sapwood', 'leaves', 'mildew', 'pathogen', 'defoliation', 'epiphytic')	(0.39533505, 0.39359275, 0.33919632, 0.32518727, 0.31993812, 0.30625272, 0.2899716, 0.21758047, 0.17703956, 0.17541513)
Topic 474	('islands', 'pacific', 'seychelles', 'geographic', 'caledonia', 'ocean', 'tropical', 'fiji', 'phoenicea', 'island')	(0.33020604, 0.31656533, 0.3124255, 0.30996585, 0.29445773, 0.26825523, 0.26645544, 0.25807357, 0.25352156, 0.24979985)
Topic 475	('taxonomic', 'biodiversity', 'zooplankton', 'ecological', 'phytoplankton', 'plankton', 'ecoregions', 'biomes', 'biome', 'oceanic')	(0.5756952, 0.50993705, 0.47736713, 0.454233, 0.43756956, 0.4268603, 0.41269243, 0.40378484, 0.3963441, 0.36567643)
Topic 476	('ecosystem', 'wetland', 'aquatic', 'irrigation', 'lake', 'recreation', 'river', 'nuisance', 'plants', 'flood')	(0.4737832, 0.46042866, 0.43470976, 0.37972015, 0.3731827, 0.3588955, 0.35766286, 0.34740886, 0.31787056, 0.29894048)
Topic 477	('lynx', 'carnivores', 'mountains', 'conservation', 'forest', 'detections', 'photographs', 'traps', 'camera', 'landscape')	(0.52636266, 0.36649194, 0.30165783, 0.29887187, 0.2844028, 0.27645612, 0.26161185, 0.25821254, 0.25666553, 0.25546813)
Topic 478	('fungi', 'roottissuedensity', 'soil', 'plantbiomassandallometry', 'mycorrhizal', 'fungal', 'root', 'rootmassfraction', 'traits', 'rootdrymass')	(0.38754314, 0.3810034, 0.36060432, 0.3500529, 0.32753423, 0.31973004, 0.3168346, 0.29382312, 0.29273123, 0.26701438)
Topic 479	('lizards', 'reptiles', 'lizard', 'reproductive', 'offspring', 'maternal', 'sexspecific', 'embryonic', 'femalebiased', 'neonates')	(0.45227385, 0.43578216, 0.40706068, 0.39331067, 0.34312725, 0.3417008, 0.3311594, 0.30573982, 0.25537705, 0.24692279)
Topic 480	('habitat', 'sampling', 'bias', 'observations', 'modeling', 'accuracy', 'models', 'spatial', 'sexspecific', 'observation')	(0.44534537, 0.37391058, 0.32314113, 0.3169202, 0.3085084, 0.2926503, 0.292382, 0.2778407, 0.26275358, 0.26080844)
Topic 481	('dispersal', 'breeding', 'reproductive', 'fledglings', 'swallows', 'females', 'rsi', 'bred', 'conspecifics', 'fledging')	(0.51383924, 0.42335126, 0.34305352, 0.2771944, 0.25788665, 0.25729015, 0.24984442, 0.24413696, 0.23268728, 0.23053911)
Topic 482	('coralliilyticus', 'corals', 'clades', 'coral', 'clade', 'symbiodinium', 'vibrios', 'vibrio', 'bacteria', 'cytherea')	(0.49515367, 0.45714676, 0.45234352, 0.44337332, 0.43206364, 0.35665917, 0.3507564, 0.3339315, 0.31352168, 0.21055132)
Topic 483	('deforestation', 'forests', 'forest', 'trees', 'plantations', 'canopy', 'tree', 'landsat', 'agb', 'plantation')	(0.55267537, 0.4963209, 0.4710772, 0.4034608, 0.3440026, 0.32721615, 0.3125326, 0.27835304, 0.25767803, 0.23168269)
Topic 484	('genotypes', 'flowering', 'heterozygosity', 'genetic', 'seeds', 'seed', 'generations', 'mlgs', 'selection', 'recombination')	(0.47323543, 0.45967233, 0.39274073, 0.38942045, 0.3460474, 0.2985913, 0.28868893, 0.28746474, 0.2806763, 0.2804898)
Topic 485	('breeding', 'reproduction', 'breeders', 'recapture', 'birds', 'survival', 'breeder', 'bred', 'pairbonded', 'estimating')	(0.45276955, 0.37147886, 0.35947618, 0.35892203, 0.3503636, 0.3288207, 0.31006074, 0.28756046, 0.25993547, 0.24186572)
