Topic	Words	Probabilities
Topic 84	('penguin', 'cherel', 'king', 'seal', 'antarctic', 'blood', 'fur', 'winter', 'subantarctic', 'foraging')	(0.08812406689002739, 0.060189084981182306, 0.03961673750817381, 0.03866013004020067, 0.03579585994427473, 0.031120040644232193, 0.0303789996333781, 0.03005927977063652, 0.024656061183256032, 0.024560757276486236)
Topic 85	('larva', 'larval', 'silk', 'treatment', 'fly', 'gut', 'vial', 'antibiotic', 'microbiota', 'family')	(0.05942037120967453, 0.04651633603456468, 0.03525564317094408, 0.028200989569239006, 0.02561612680032833, 0.02434498951076971, 0.018241921239722278, 0.017738972843019812, 0.017580067037802825, 0.01632629198745724)
Topic 86	('bm', 'om', 'oo', 'obf', 'um', 'ouv', 'ub', 'omvuom', 'ob', 'uo')	(0.1227553859275649, 0.07776896918624943, 0.07331383606168877, 0.05941315192564191, 0.051758958598255835, 0.04785011628139414, 0.043574714036500206, 0.03804530424311805, 0.03575432785909706, 0.03530230358177686)
Topic 87	('seagrass', 'marine', 'zostera', 'marina', 'coastal', 'ecology', 'progress', 'kelp', 'doi', 'httpsdoiorg')	(0.03306957339138094, 0.028877355830872035, 0.020525720517336744, 0.017571861715086557, 0.014169176429438698, 0.013925089844588354, 0.013377540616999351, 0.012373879179160845, 0.011883726660125458, 0.01085992295182793)
Topic 88	('male', 'mating', 'success', 'reproductive', 'janicke', 'sex', 'hermaphrodite', 'sexual', 'female', 'snail')	(0.04135453960923591, 0.03156411255973329, 0.03142328725761948, 0.03044145444595798, 0.027709925266916128, 0.026075604575955126, 0.02552810532233262, 0.024660712611608338, 0.021321619388279006, 0.020109703746610138)
Topic 89	('epigenetic', 'methylation', 'dna', 'epigenetics', 'genome', 'variation', 'thaliana', 'nonmodel', 'inheritance', 'bazaga')	(0.11137534913074862, 0.08803096860816757, 0.04122386030408842, 0.031760410856378984, 0.023247984980208816, 0.020846935728485737, 0.02005881075311015, 0.013890767483202178, 0.013724651296167205, 0.013611895985836045)
Topic 90	('bird', 'document', 'foot', 'department', 'recherche', 'flock', 'public', 'access', 'centre', 'breeding')	(0.014822054037170223, 0.012865678967510001, 0.012520732426505286, 0.01128851729106778, 0.010940656882233613, 0.010462528503396079, 0.01034407619385901, 0.00806735069847355, 0.008039721815124091, 0.007908594144179503)
Topic 91	('drosophila', 'yakuba', 'santomea', 'bcyak', 'pigmentation', 'male', 'melanogaster', 'introgression', 'introgressed', 'matute')	(0.06702003680559394, 0.049219556859667765, 0.04351156614932548, 0.03251525854319168, 0.030323438123926964, 0.027003838286689015, 0.026011243534236554, 0.0205867170549243, 0.020124226235679034, 0.01729067527386722)
Topic 92	('bird', 'conservation', 'extinction', 'http', 'ecology', 'human', 'diversity', 'biogeography', 'ecological', 'island')	(0.017193810675744933, 0.011189327801299003, 0.010588696081878173, 0.010332807284185506, 0.009345555267796039, 0.008859288456531734, 0.008755621207361912, 0.008586458494556573, 0.008256804042857804, 0.008002477763820978)
Topic 93	('mite', 'honey', 'mellifera', 'bee', 'destructor', 'varroa', 'apis', 'queen', 'colony', 'honeybee')	(0.06344670764350407, 0.053869259351118755, 0.04625894067927662, 0.04190601115532856, 0.03908632267880298, 0.03786323821161826, 0.034504610128280655, 0.02946956144863256, 0.026839209442023858, 0.02336606171619459)
Topic 94	('betweenness', 'strength', 'network', 'subgroup', 'imputation', 'social', 'fusion', 'hro', 'fission', 'measure')	(0.12404805636438132, 0.07764565927016097, 0.05456301676939674, 0.04934794781164098, 0.0361968399462528, 0.03578687215514189, 0.029323423885494013, 0.024039746427173197, 0.020759636876712832, 0.02036549947335779)
Topic 95	('jf', 'ipcom', 'mgnw', 'mbio', 'swio', 'reu', 'outer', 'nosy', 'inner', 'pomacentridae')	(0.24891498014440774, 0.13479698385887323, 0.12621089075576558, 0.1171594750422162, 0.11095672411130231, 0.10874390861469821, 0.10608789393056645, 0.1045248023575979, 0.08463615538396575, 0.07845475132253966)
Topic 96	('radiation', 'chernobyl', 'strain', 'contaminated', 'contamination', 'mousseau', 'exposure', 'lychnidisdioicae', 'ukraine', 'mller')	(0.08338664766132733, 0.061506235616789175, 0.0471524930141604, 0.036507510559698725, 0.02868735302874275, 0.02757721162221664, 0.02544910706372111, 0.023867774107475856, 0.02278006741138623, 0.0217018902459279)
Topic 97	('network', 'ecology', 'ecological', 'letter', 'jm', 'web', 'gravel', 'ecol', 'science', 'bascompte')	(0.025977997290664225, 0.016461748238129386, 0.012717298553729396, 0.011909876002085793, 0.010879376518687289, 0.010487119911774838, 0.010012923736559584, 0.010002201642957497, 0.009466476496606745, 0.009240630329560955)
Topic 98	('hornet', 'yellowlegged', 'velutina', 'hive', 'humanmediated', 'spread', 'honey', 'flight', 'bee', 'vespa')	(0.1251443004964273, 0.05037378632307554, 0.038131111155965174, 0.03778033974230666, 0.037107850888321206, 0.03476459310429446, 0.033746033490330916, 0.03286353367071137, 0.032083881798107415, 0.030585776096552286)
Topic 99	('psi', 'elbowauc', 'gg', 'lc', 'ggg', 'ba', 'nt', 'bm', 'iq', 'bb')	(0.31359863348327083, 0.19878623374304785, 0.16137424795681846, 0.07876767894579104, 0.061827336771436876, 0.05280691556658579, 0.04751247555172173, 0.045715511333846125, 0.044383339968011595, 0.04182132661529871)
Topic 100	('data', 'metadata', 'format', 'database', 'miren', 'spibirds', 'template', 'name', 'information', 'citizen')	(0.056241031809600446, 0.03043539873554152, 0.0251071558930872, 0.023679039109446548, 0.021888031686445902, 0.02099094409386389, 0.018457841882473004, 0.016647996987160466, 0.014417987229737798, 0.01389848287265683)
Topic 101	('fruit', 'arisanus', 'fly', 'tephritidae', 'zonata', 'dorsalis', 'runion', 'invasion', 'diptera', 'bactrocera')	(0.0404117848459111, 0.039806501820623286, 0.03710611613946569, 0.026635532207176266, 0.024446277324073857, 0.02415726716629902, 0.02190995906798222, 0.021348887548574186, 0.02031132389562807, 0.019700790452749698)
Topic 102	('snail', 'shell', 'morphs', 'tide', 'pisana', 'pigmentation', 'morph', 'khler', 'ng', 'shore')	(0.07039603132646871, 0.037767737350471266, 0.036920191592915194, 0.03328354065669921, 0.026945457815937508, 0.02212724429458041, 0.022018053921890653, 0.020515753794161373, 0.019973911374684312, 0.019573414199047415)
Topic 103	('offspring', 'cub', 'bear', 'phi', 'mother', 'yearling', 'female', 'independence', 'probability', 'survival')	(0.07180430679774816, 0.05487308917663505, 0.05182717423788384, 0.045055001458680174, 0.038564691861415805, 0.03717119167909617, 0.03583145688828581, 0.035253679951819446, 0.0349874317336434, 0.033607326900348476)
Topic 104	('urbanization', 'spider', 'web', 'urban', 'mesh', 'diadematus', 'orb', 'body', 'itv', 'width')	(0.06160495268133128, 0.05843280397063074, 0.04589422582338123, 0.024073408568256155, 0.020240353575870812, 0.017567756517545448, 0.017549416447451612, 0.016799084532569765, 0.01633274430819366, 0.01613060121707951)
Topic 105	('alien', 'monetary', 'impact', 'cost', 'evans', 'kumschick', 'bird', 'biodiversity', 'severe', 'economic')	(0.12446975502638383, 0.08511540808972541, 0.0835893430485285, 0.07665380734263524, 0.05798395249394827, 0.04528269201320714, 0.043640175041739095, 0.03717746983763696, 0.037039999826171156, 0.03329232848816529)
Topic 106	('network', 'fidelity', 'interaction', 'mutualistic', 'degree', 'antagonistic', 'partner', 'matrix', 'pollinator', 'facilitation')	(0.042739670583694135, 0.031163493517832052, 0.027422399336605542, 0.025151393209779462, 0.024863903893048534, 0.02280590159051386, 0.02145814644282649, 0.02095727906153723, 0.020431466007142494, 0.019654408631716882)
Topic 107	('beaugrand', 'niche', 'assemblage', 'chromatogram', 'dimension', 'pseudospecies', 'taxonomic', 'cpr', 'category', 'speciestaxa')	(0.04008473633977223, 0.03988464428584298, 0.03185042518855566, 0.03092627668845262, 0.02827509609457703, 0.022941370902967693, 0.021523119698765227, 0.02072177512038681, 0.01958108845637199, 0.01951171623864839)
Topic 108	('receptor', 'tlr', 'pinna', 'puuv', 'vole', 'hantavirus', 'toll', 'bank', 'nobilis', 'immune')	(0.0353263062073737, 0.029727232488315773, 0.025320146143815992, 0.024488290200859197, 0.023126814146909966, 0.022352473381476785, 0.01937276663525035, 0.01935004047435806, 0.018216482525327007, 0.01607723001180115)
Topic 109	('wheat', 'weed', 'mycobiota', 'endospheric', 'field', 'cluster', 'crop', 'root', 'bocage', 'sequence')	(0.07327168524729137, 0.06722081404739816, 0.05882426628066215, 0.035114584162413386, 0.03343530415556627, 0.02850206972489687, 0.023724346089131296, 0.02301958826614814, 0.017205682990953586, 0.01635841723996955)
Topic 110	('forest', 'riparian', 'dg', 'sub', 'savanna', 'saharan', 'refuge', 'biome', 'togolese', 'togo')	(0.03908332158375564, 0.03537108104930337, 0.025022235346908034, 0.0235685642114155, 0.023170014203371055, 0.022888922620101226, 0.022511649280054405, 0.02137481324412265, 0.020897377077615333, 0.020563213493065193)
Topic 111	('turtle', 'nesting', 'patch', 'feeding', 'foraging', 'migration', 'dalleau', 'sea', 'oceanic', 'green')	(0.11965151315517228, 0.06875331816390834, 0.04301068229764895, 0.03620655457430241, 0.030528459202889123, 0.025847107861256255, 0.025613125659286112, 0.02397370916390816, 0.02313744639366479, 0.02213039836953533)
Topic 112	('tree', 'ash', 'inoculum', 'dieback', 'armillaria', 'defoliation', 'starch', 'disease', 'gallica', 'pathogen')	(0.05630218040607782, 0.037308264424019306, 0.033352926368075575, 0.033026683196529565, 0.03016941014012013, 0.028459236025451553, 0.028158116130778788, 0.027970916869526408, 0.027162525488501295, 0.025577606924275388)
Topic 113	('orchid', 'pollinator', 'pollination', 'floral', 'maculatum', 'odour', 'orchidpollinator', 'inflorescence', 'deceptive', 'arum')	(0.06729653725873332, 0.051389665017371244, 0.043039011564969594, 0.03326075679527409, 0.031592276096202854, 0.024549481484035945, 0.0209967209115487, 0.020541510437294144, 0.02046959712200483, 0.01934038062932596)
Topic 114	('farmer', 'clove', 'tree', 'shade', 'tsabo', 'coffee', 'shadetreeadvice', 'lek', 'knowledge', 'agroforestry')	(0.09193198720580699, 0.04447608198094167, 0.040246008871273116, 0.038517842939596855, 0.03541726542678182, 0.03491896012912896, 0.03491261345655742, 0.02353352500202692, 0.023308432949101857, 0.022552300159754082)
Topic 115	('urban', 'urbanisation', 'nonurban', 'urbanised', 'urbanization', 'city', 'phenotypic', 'habitat', 'lncvr', 'environment')	(0.07723867856802537, 0.04215660268949289, 0.03915384693084564, 0.03623979986219528, 0.024942624506587976, 0.021054384040115386, 0.020347023650115603, 0.018567424164280772, 0.013005150227127423, 0.012863494781431515)
Topic 116	('pal', 'heliconius', 'sp', 'mv', 'carex', 'nam', 'afr', 'spinus', 'ori', 'lc')	(0.06002430214952451, 0.049252976076223705, 0.034392684959336235, 0.03317361101177386, 0.03225450311925293, 0.025282039416125068, 0.0218450759051693, 0.020391506464729033, 0.019702427802958854, 0.018314472176415006)
Topic 117	('dauteur', 'manuscrit', 'allee', 'mating', 'manuscript', 'gypsy', 'robinet', 'moth', 'liebhold', 'success')	(0.08191768639157558, 0.08044165929906089, 0.06494857542986644, 0.06256189537681021, 0.050747682095326666, 0.04984999331033054, 0.04460760280974458, 0.040907628585748285, 0.03958520418291133, 0.03888850785085073)
Topic 118	('allelopathic', 'aquatic', 'grandiflora', 'plant', 'submerged', 'terrestrial', 'phenolic', 'emergent', 'compound', 'morphotypes')	(0.045977387927437836, 0.032963963019248005, 0.029794481286586044, 0.02956284153575395, 0.028128310797827568, 0.027745491329115166, 0.025032804011043824, 0.02344683917600933, 0.020856558511074787, 0.01893554630464681)
Topic 119	('elevation', 'elevational', 'alpine', 'height', 'trait', 'vegetative', 'ep', 'preference', 'subalpine', 'neighbour')	(0.07085065898746545, 0.056293528120685506, 0.04143354499597804, 0.024297069630087705, 0.02122420686085875, 0.020911645051369013, 0.018509918121410937, 0.018134105361175674, 0.015197324413625495, 0.013890832680215506)
Topic 120	('coral', 'pocillopora', 'reef', 'glin', 'palaemonid', 'postaire', 'sea', 'marine', 'chagos', 'molecular')	(0.03262114047050626, 0.021425390571120584, 0.021273515546379344, 0.016830091219118944, 0.014692278494296065, 0.012274159396156085, 0.01154369196704192, 0.011530356917543103, 0.011214654267574582, 0.011047103262422687)
Topic 121	('gardetta', 'macromma', 'macrocarpa', 'hybrid', 'darwiniana', 'arcania', 'maritima', 'speciation', 'hybridization', 'bgrc')	(0.03638968554278764, 0.02839393927717086, 0.028334330960008675, 0.026747977980114183, 0.025728023560516556, 0.0251024270181755, 0.023188113298832934, 0.02315116644975911, 0.02276523116376598, 0.020841806114720415)
Topic 122	('inbreeding', 'group', 'pedigree', 'strs', 'snp', 'depression', 'kinship', 'zoo', 'pmx', 'genetic')	(0.04552207085006286, 0.042314125996854586, 0.03980343981175703, 0.025706295272027387, 0.02521646141889257, 0.02318364422296562, 0.022811681862731928, 0.020215632471910112, 0.018994120628450302, 0.01894786612557574)
Topic 123	('muscle', 'aa', 'sardine', 'yolk', 'albumen', 'mitochondrial', 'atp', 'tissue', 'egg', 'penguin')	(0.09151374816824108, 0.04939595751846534, 0.046135815443996676, 0.0450499910637754, 0.04479632861620204, 0.02981925554908613, 0.026024101233490478, 0.0257102772934527, 0.02277230442626914, 0.020158880061630115)
Topic 124	('marina', 'meadow', 'settlement', 'eelgrass', 'robusta', 'seagrass', 'ciona', 'intestinalis', 'shoot', 'zostera')	(0.06230118072103373, 0.060521397058086866, 0.03052974394461152, 0.027850768585136153, 0.02139795354936286, 0.018671772077021326, 0.018445582713245142, 0.017277405845356864, 0.016736631200378712, 0.014108085543125414)
Topic 125	('lake', 'cladoceran', 'bourget', 'geneva', 'annecy', 'daphnia', 'dom', 'bosmina', 'phytoplankton', 'sp')	(0.11709507506916474, 0.04786171565669605, 0.038769231818293684, 0.03848314405566767, 0.035008497925019956, 0.024119916412744098, 0.022202376069041404, 0.020964837939157554, 0.0207139199529175, 0.02018329908449198)
Topic 126	('whale', 'sonar', 'lfas', 'exposure', 'killer', 'playback', 'incidental', 'sound', 'mfa', 'sperm')	(0.10647303045955164, 0.09137332815183184, 0.05699375216936967, 0.05439395171921187, 0.04056436280241649, 0.03760430846186422, 0.03611234425613787, 0.032631330689214456, 0.028544287582606673, 0.02613592840541044)
Topic 127	('gypsy', 'moth', 'dauteur', 'manuscrit', 'liebhold', 'manuscript', 'allee', 'robinet', 'bjrnstad', 'author')	(0.10314288211343856, 0.08545644338475607, 0.07407888365889305, 0.07325337495877332, 0.057767916117754774, 0.04541657989582772, 0.04206040384762269, 0.03613719129527468, 0.0358509355050992, 0.03282508484319003)
Topic 128	('citsci', 'corpus', 'citizen', 'sapiens', 'journal', 'theme', 'sociocultural', 'keywords', 'human', 'ecological')	(0.0729510255010114, 0.03609527862538662, 0.02872568060491654, 0.020403827996938347, 0.018627617479794235, 0.016293409652841467, 0.015915893582802945, 0.015499193891977665, 0.013688558583699434, 0.013612762708270883)
Topic 129	('salinity', 'osmoregulation', 'maenas', 'charmantier', 'oc', 'crab', 'temperature', 'torres', 'tmls', 'larva')	(0.08355822730886514, 0.04992171314442574, 0.0367067773061049, 0.028635177915733306, 0.027601289406419333, 0.02721893826784368, 0.024268932648140264, 0.023347386792504046, 0.02026728738986566, 0.019940453592598516)
Topic 130	('fragmentation', 'patch', 'strategy', 'dispersal', 'coloniser', 'landscape', 'competitor', 'aggregation', 'aggregated', 'rescue')	(0.04324778329322768, 0.0427996477903241, 0.04061865533954999, 0.03867840489098478, 0.03795638316748995, 0.02672556283890708, 0.026722899963215113, 0.023319021760382044, 0.021711490266334517, 0.02133876747665151)
Topic 131	('nq', 'qn', 'nn', 'jo', 'oj', 'nj', 'nb', 'ob', 'afl', 'bb')	(0.15794119461061898, 0.09188543173854191, 0.08988878598570862, 0.08802231089891266, 0.08195097723698526, 0.07559906063043342, 0.06950164758548405, 0.06899940720824305, 0.06586060469723955, 0.06566571943498353)
Topic 132	('mixotrophy', 'bn', 'noncarbon', 'heterotrophy', 'element', 'mixotrophic', 'mixotrophs', 'heterotrophic', 'light', 'organism')	(0.06127916450134456, 0.029012578387123046, 0.026486245301154582, 0.022437353249694147, 0.022111539675292124, 0.018541444766589872, 0.015816936043075297, 0.015583759432554096, 0.014464948135335968, 0.014463131002994341)
Topic 133	('agriculture', 'landscape', 'crop', 'service', 'weed', 'ecosystem', 'agricultural', 'farming', 'multifunctionality', 'pollinator')	(0.027340596984188472, 0.02652032143485658, 0.023572967973496603, 0.016651763377396846, 0.016117719810751347, 0.013747998385997495, 0.013384044175738947, 0.013220715648196964, 0.011755209384394127, 0.011306801137028392)
Topic 134	('marine', 'gulf', 'ocean', 'planning', 'policy', 'lsw', 'conservation', 'climate', 'service', 'science')	(0.04309791185623888, 0.026266733207099713, 0.022374092613970938, 0.020412419512573412, 0.020156757087244216, 0.01644743802629733, 0.01521827022902031, 0.015088378984881549, 0.014852613743477629, 0.014124674966449731)
Topic 135	('immune', 'late', 'female', 'early', 'reproduction', 'molitor', 'old', 'challenge', 'life', 'antibacterial')	(0.07952160270835336, 0.07759449843008359, 0.06573901905038704, 0.057401878953342485, 0.049246700889638756, 0.04737147204375007, 0.04390841014517333, 0.03954968603923729, 0.03792726615867843, 0.03405896073520591)
Topic 136	('wasp', 'ficus', 'philotrypesish', 'pollinator', 'nonpollinating', 'apocrypta', 'compton', 'apocryptophagus', 'sycoscapter', 'philotrypesis')	(0.07004620124443232, 0.05109263613774168, 0.05035687475492784, 0.034947834149300354, 0.028665141724430465, 0.02752772883593465, 0.02726906620180244, 0.021356809572464025, 0.021302877307800033, 0.02020104382946614)
Topic 137	('humile', 'invicta', 'bait', 'ant', 'patagonicus', 'solenopsis', 'fallax', 'guatemalensis', 'dominance', 'removal')	(0.09327600986730564, 0.09294326393435723, 0.07830161913907521, 0.06953796861439997, 0.03143459164614738, 0.030436016133464375, 0.02981577607384842, 0.02978914388969534, 0.0279828868896248, 0.027813703615967366)
Topic 138	('dd', 'extinction', 'exppdloss', 'primate', 'risk', 'status', 'threat', 'pdloss', 'imputation', 'originality')	(0.08695657736139394, 0.05668141245215346, 0.0363870668735753, 0.036221038022188456, 0.03492553715771916, 0.034428879126655244, 0.03364863997863813, 0.0322053299280797, 0.02938904528306858, 0.02873730294712954)
Topic 139	('plant', 'reich', 'ecology', 'trait', 'httpsdoi', 'phytologist', 'leaf', 'functional', 'root', 'wright')	(0.01720579415009414, 0.014146501815662205, 0.014030949878189144, 0.013369191296265827, 0.012880993654317694, 0.012647186275844921, 0.012622377997245122, 0.012144770824006083, 0.012084452438675071, 0.01183453716236568)
Topic 140	('forecast', 'horizon', 'prediction', 'prociency', 'expert', 'predictability', 'uncertainty', 'theory', 'anticipatory', 'forecasting')	(0.09335787454590666, 0.05431086241795808, 0.04451446123600467, 0.03670800882600115, 0.023295713169145926, 0.021936280925870112, 0.021739813959418926, 0.01658017602886729, 0.015085532643508556, 0.01467765363056007)
Topic 141	('seabird', 'foot', 'eider', 'alle', 'albatross', 'weimerskirch', 'httpsorcid', 'jakubas', 'arctic', 'auk')	(0.033801085503711366, 0.025938848302421196, 0.025611430555636337, 0.02259354038888623, 0.01789934812084508, 0.017083792572557557, 0.017079482567467913, 0.016153943689950444, 0.015065509332590522, 0.014815585486008509)
Topic 142	('nutritional', 'social', 'food', 'collective', 'intake', 'nutrition', 'gannet', 'individual', 'nutrient', 'simpson')	(0.08277202396581561, 0.03170588066459364, 0.0287178626816806, 0.028692836522447217, 0.02478842587011114, 0.023320082092960014, 0.01888377904887201, 0.0185772123447106, 0.017958660210228173, 0.01593712942360012)
Topic 143	('ant', 'carton', 'attina', 'hypha', 'dejean', 'chaetothyriales', 'nest', 'fungi', 'crematogaster', 'worker')	(0.06528074131726451, 0.05426125965682087, 0.03915931163402424, 0.03860025829266849, 0.03754166331554745, 0.036124696507734144, 0.03555910499516361, 0.031229978057371464, 0.030144025318915964, 0.029409413220848214)
Topic 144	('breeding', 'immigrant', 'gull', 'danchin', 'jd', 'dispersal', 'bird', 'pradel', 'behav', 'seabird')	(0.024901682011903254, 0.021569602292082893, 0.020096075976181186, 0.019121409910901516, 0.01815537084353323, 0.016864870189897813, 0.01674032552854374, 0.01616961589776847, 0.014801395579673483, 0.014557106433412674)
Topic 145	('bird', 'predation', 'color', 'arthropod', 'prey', 'attack', 'vineyard', 'predator', 'carabidae', 'functional')	(0.05473466083647668, 0.03444627109502874, 0.029654250577503042, 0.027744268639953874, 0.027673042627987726, 0.02546128397067175, 0.02439833692614956, 0.023208149996101365, 0.020759326567100177, 0.018442859344729615)
Topic 146	('flowering', 'lasthenia', 'vernalization', 'mlgs', 'intraspecific', 'bromus', 'competition', 'mlg', 'seed', 'selfing')	(0.054782927402397256, 0.05205279875712744, 0.041968414678915364, 0.028032333363918083, 0.0225137411702444, 0.022446313397411356, 0.02242902604611682, 0.021355613112957587, 0.021053807309059383, 0.020487329264133186)
Topic 147	('coli', 'gull', 'resistant', 'isolates', 'escherichia', 'antimicrobial', 'ec', 'enterobacteriaceae', 'carbapenem', 'chick')	(0.07588632625951848, 0.06667267716385118, 0.05761308754431157, 0.05329818894071571, 0.04264814552141229, 0.04231948434071777, 0.03917967234399344, 0.03501777211975474, 0.03364584047944535, 0.029123006696211137)
Topic 148	('gorilla', 'female', 'silverback', 'group', 'robbins', 'western', 'breuer', 'male', 'dispersal', 'social')	(0.12428037079313455, 0.04749378094926604, 0.04471640134316435, 0.039184382084528756, 0.03905674249676952, 0.029246773698475847, 0.028081996355652415, 0.026222022009472264, 0.025884763265607912, 0.02324528567322972)
Topic 149	('antarctic', 'krill', 'hsp', 'paralog', 'superba', 'crystallorophias', 'gene', 'nonsynonymous', 'allelic', 'bottleneck')	(0.05304269122309057, 0.044954922727167224, 0.04265825055568599, 0.03447606262932146, 0.03071910260677389, 0.028080397116323402, 0.022090686891636766, 0.021813345736799855, 0.01987830331591676, 0.0186688692186001)
Topic 150	('sdg', 'marine', 'climate', 'sdgs', 'mpas', 'service', 'plan', 'change', 'expert', 'ecosystem')	(0.04173916409223082, 0.038284345309770935, 0.038225668077003484, 0.03764832878949342, 0.03577105186487672, 0.03146746335719791, 0.030675763694813143, 0.02810571445737999, 0.027483797991966805, 0.0214079632139725)
Topic 151	('treeline', 'campanulatum', 'spectabilis', 'tall', 'mortality', 'stump', 'rhododendron', 'height', 'abies', 'mainali')	(0.2178687786372166, 0.10740711673593917, 0.1015923021409472, 0.04660062277189249, 0.03731016626088605, 0.026965172589076717, 0.025349350464553284, 0.023020772103576347, 0.02045006091174037, 0.02020195009834531)
Topic 152	('skua', 'albatross', 'amsterdam', 'antibody', 'cholera', 'disease', 'infectious', 'yellownosed', 'pm', 'avian')	(0.0408407481233621, 0.0381583687793199, 0.033232210728740184, 0.0329302747157954, 0.031727556435839153, 0.029073414703996707, 0.023328497324667814, 0.021941993505192724, 0.021841871951513568, 0.020592652175624723)
Topic 153	('goose', 'barnacle', 'snow', 'gosling', 'migratory', 'moult', 'survival', 'sedentary', 'arctic', 'gauthier')	(0.11205926796056084, 0.03477875720322397, 0.03397728856055515, 0.03183803199284203, 0.026498781912965265, 0.025639464507713493, 0.02417431769921886, 0.02403060271797634, 0.021351845270588116, 0.019337267638053744)
Topic 154	('fire', 'serotiny', 'exposure', 'nnf', 'diversity', 'snf', 'pausas', 'cone', 'atg', 'serotinous')	(0.1473592315741862, 0.05833505352089137, 0.047039603363961006, 0.027149181551046165, 0.023302830585401044, 0.021669227602473962, 0.021098112530523478, 0.02035284963578469, 0.02015121307641826, 0.01823531794741341)
Topic 155	('oilseed', 'rape', 'tobacco', 'ramosa', 'cluster', 'hemp', 'host', 'crop', 'genetic', 'tomato')	(0.05753171115557454, 0.05545528729822646, 0.053891277356605184, 0.03921301520214105, 0.03792760157044643, 0.03718327945559099, 0.027097285225811663, 0.024725318380491548, 0.02447628233536506, 0.02196348307475919)
Topic 156	('coma', 'dicentrarchus', 'labrax', 'sea', 'genetic', 'larval', 'clavata', 'stichopus', 'bass', 'population')	(0.0249414822762106, 0.021768009455084853, 0.021721997343979737, 0.018551339250227943, 0.017840786210345162, 0.01763213520076666, 0.01610768693557129, 0.015905763648672962, 0.015456432609052058, 0.015308888891460759)
Topic 157	('stability', 'ecosystem', 'web', 'functioning', 'loreau', 'food', 'biodiversity', 'ecology', 'brose', 'nature')	(0.02334147180873554, 0.01824599302365758, 0.01715965317532575, 0.01624561708346611, 0.015365342867559527, 0.014552805642925224, 0.014341811350448803, 0.013892665844612765, 0.013053083824843131, 0.011523362586611964)
Topic 158	('dispersal', 'matching', 'choice', 'range', 'habitat', 'distance', 'pixel', 'probability', 'pft', 'simulation')	(0.06134452294926281, 0.05980366663485099, 0.045886909713844064, 0.023856197809523694, 0.022447245300429762, 0.021605443131379118, 0.021231500626039772, 0.021107496624949346, 0.019735436169171193, 0.01922448575796012)
Topic 159	('manatee', 'florida', 'oshea', 'crystal', 'dolphin', 'sighting', 'mammal', 'ackerman', 'survival', 'coast')	(0.10855324244469888, 0.053946239289190845, 0.046018743967045556, 0.03284156530726501, 0.028197478973359696, 0.027470543412760905, 0.02731505265452034, 0.027245280718661898, 0.0265554604468119, 0.02210222804708777)
Topic 160	('sfhr', 'patch', 'pdf', 'movement', 'cp', 'resource', 'enrichment', 'optimal', 'rsf', 'forager')	(0.04212385227124936, 0.03715208586555162, 0.036965686305878855, 0.03541558426550813, 0.034368853175533946, 0.029311304590450143, 0.027835243566203306, 0.026962007217123073, 0.02507796186181462, 0.02320818682056103)
Topic 161	('stand', 'forest', 'uncertainty', 'model', 'dgvms', 'stratum', 'sensitivity', 'representation', 'vegetation', 'climate')	(0.028056361500654457, 0.02726606731867989, 0.0256258634671977, 0.021760393094048792, 0.02174050921179545, 0.017609892310641157, 0.016248066878459914, 0.015806880561830775, 0.014452070613746816, 0.014139677852892647)
Topic 162	('densiflora', 'diffusa', 'garden', 'phenotypic', 'invasive', 'mainland', 'population', 'centaurea', 'genetic', 'plasticity')	(0.028856589481771028, 0.026625783259511294, 0.019058114985293327, 0.018455073778952887, 0.01714618151900509, 0.016766116817321867, 0.0162285544195838, 0.016015147660070634, 0.014548117560251877, 0.014366083802914058)
Topic 163	('egg', 'helper', 'trophallaxis', 'laying', 'leiria', 'yolk', 'offspring', 'laterlaid', 'allocation', 'female')	(0.08076738627652476, 0.05554738339926012, 0.03174323798671437, 0.029548972848502865, 0.028569870999147973, 0.028397668422366833, 0.02384703508584724, 0.022269769326245702, 0.022059940056453488, 0.021591068424504513)
Topic 164	('patch', 'asymmetry', 'prey', 'perturbation', 'biomass', 'perturbed', 'strenght', 'cv', 'predator', 'quvreux')	(0.10839015939679199, 0.09494935176793108, 0.06738041676618768, 0.06255166373295272, 0.061134143540064134, 0.05516660735134826, 0.045902377271709253, 0.045565044001578105, 0.0451802471381355, 0.04176898194202271)
Topic 165	('metabolic', 'adjustment', 'multichannel', 'web', 'rate', 'persistence', 'coecient', 'carrying', 'food', 'detritus')	(0.11474371780272519, 0.06942495882572178, 0.05010982063655271, 0.038672454757052055, 0.03659857698620376, 0.03248667759220728, 0.03219152419562818, 0.03198290910911591, 0.029505209397373937, 0.027280225598595508)
Topic 166	('dog', 'canid', 'chile', 'guanaco', 'hunting', 'cursorial', 'south', 'feral', 'prevosti', 'ambush')	(0.12195232475044017, 0.05871924145118526, 0.0552628967557507, 0.04948807545868569, 0.04113623673543528, 0.03955342688128836, 0.02709686215190556, 0.02665457679882577, 0.025719823509992343, 0.024960984880618854)
Topic 167	('challenged', 'insect', 'tack', 'fernandezconradi', 'herbivore', 'performance', 'preference', 'fungi', 'ecy', 'robin')	(0.0860718656152301, 0.07315893560548647, 0.06700203659697399, 0.061640596767059436, 0.0588253431881255, 0.05319111017064638, 0.05283428340407842, 0.05231385872356496, 0.051393129527729765, 0.05079486568201252)
